StationFID,TempMin,TempMax,Precip,windDirectionLetter,windSpped_Ave,evaporation,Station_ID,Ycoor,Xcoor,Elevation,Name,col2,col3,col4,col5,col6,col7,col8,col9,col10,StationFID,XYcoorM,tc,water,imp,barren,st,bldgSum
33279,21.04590163934426,32.3,205.2,,,,USC00011080,31.1414,-87.0486,48.8,AL,BREWTON,3,ENE,,0,,,,,33279,"(849217.4700104136, 936551.7122707609)",9.235117942625182,0.28959679215860995,0.6478057473824905,0.044553352639786145,33.55076186233014,1.3557642864664525
33281,20.184210526315788,32.8280701754386,165.9,,,,USC00011099,34.9786,-85.8008,204.2,AL,BRIDGEPORT,5,NW,,0,,,,,33281,"(921400.9168759421, 1374363.9738417286)",8.470235885250364,0.0,0.21452439296057027,0.0,33.00857652038316,0.19982587442536795
33293,20.02264150943396,33.79622641509434,114.7,,,,USC00011490,34.15,-85.6847,182.9,AL,CENTRE,,,,0,,,,,33293,"(941865.2633998041, 1283340.5682843328)",11.434667458726269,0.0,6.0424494443206855,0.0,33.56579193584317,4.09836541202442
33297,21.508928571428573,33.635714285714286,281.2,,,,USC00011566,31.4714,-88.2503,86.9,AL,CHATOM,,,,0,,,,,33297,"(732498.716461262, 963171.6076142434)",10.012202668250787,0.7574069948763644,1.8185935991683375,0.46781020271775453,32.843152149699264,1.98596875164523
33299,22.483870967741936,34.498387096774195,192.0,,,,USC00011620,33.285,-86.3431,127.4,AL,CHILDERSBURG,WTP,,,0,,,,,33299,"(891742.9597333742, 1180866.4343914054)",7.604836513947674,1.7821341055914457,2.614266973589763,0.044553352639786145,33.423865003341504,1.4973239205841995
33303,21.2327868852459,34.342622950819674,319.0,,,,USC00011725,31.8708,-85.45,173.4,AL,CLAYTON,,,,0,,,,,33303,"(991326.9221329436, 1032798.322276365)",10.74084799881191,0.35642682111828916,2.6857751045766194,0.044553352639786145,32.54496101581644,2.4380977458320743
33314,19.821428571428573,32.191071428571426,200.9,,,,USC00012096,34.1925,-86.7972,247.2,AL,CULLMAN,NAHS,,,0,,,,,33314,"(840162.5491369836, 1277663.6587940361)",7.457661939060914,11.31655157050568,3.2555629811143287,0.06683002895967921,35.20821786589441,1.9287380018950737
33319,26.381666666666668,32.36,278.1,,,,USC00012172,30.2506,-88.0775,2.4,AL,DAUPHIN,IS,#2,,0,,,,,33319,"(760072.1772284065, 829205.7331216261)",1.6581025222147967,72.10960124749387,1.321378183708324,5.413232345734016,32.33305858765872,0.7270784883522411
33322,22.240322580645163,33.12741935483871,206.5,,,,USC00012209,34.5756,-86.9339,167.6,AL,DECATUR,4SE,,,0,,,,,33322,"(823649.2965335246, 1319122.180843385)",4.055221405410757,34.172421474715975,2.606123610801713,0.28959679215860995,36.07998217865894,2.161018361005506
33327,21.3725,34.30444444444444,88.6,,,,USC00012245,32.5192,-87.88,30.5,AL,DEMOPOLIS,L&D,,,0,,,,,33327,"(757474.9180758876, 1082449.851491144)",8.258978738150045,20.583648919581197,0.6028316130788842,1.492537313432836,32.663867231009135,0.21303022622984494
33328,21.56451612903226,34.314516129032256,299.6,,,,USC00012350,33.7478,-87.0586,143.3,AL,DORA,,,,0,,,,,33328,"(821028.1926213991, 1225895.8889389746)",9.145738966857255,0.1559367342392515,5.4375139229227,0.13366005791935842,36.17722878146581,3.3173457086316964
33335,21.721153846153847,33.12692307692308,279.5,,,,USC00012675,31.2975,-85.8997,102.7,AL,ENTERPRISE,4,W,,0,,,,,33335,"(955989.6305625413, 964724.0237537771)",6.319794064503354,3.386054800623747,1.7343135070914086,0.022276676319893073,33.91312319002005,0.5861745624295426
33337,21.684615384615384,35.35961538461539,189.5,,,,USC00012730,32.0111,-85.09,91.4,AL,EUFAULA,WILDLIFE,REF,,0,,,,,33337,"(1023221.9955384397, 1052141.8310834095)",6.6200589094329345,4.4107819113388285,1.0334397663424173,0.022276676319893073,33.050768545333035,0.24071079593794772
33340,21.211290322580645,33.09032258064516,315.9,,,,USC00012758,31.445,-86.9533,88.4,AL,EVERGREEN,,,,0,,,,,33340,"(855027.2382356678, 971049.300351249)",10.089799757431747,1.3143239028736913,3.9379965842429643,1.2697705502339052,34.78207841390065,3.8018942236961326
33341,21.92741935483871,33.001612903225805,345.4,,,55.52542372881356,USC00012813,30.5467,-87.8808,7.0,AL,FAIRHOPE,2,NE,HCN,0,,,,,33341,"(776097.650291715, 863576.3423309308)",6.955743669711146,0.35642682111828916,2.4384049899754956,0.0,33.541280908888396,1.727133329194934
33351,22.170909090909092,34.42363636363636,176.8,,,,USC00013043,34.4406,-85.7236,279.5,AL,FT,PAYNE,,,0,,,,,33351,"(934828.5078500411, 1315267.5426640902)",10.122496967896835,0.17821341055914458,8.628177520358406,0.13366005791935842,35.5401113833816,7.942655948330519
33354,22.20967741935484,33.677419354838705,256.8,,,,USC00013154,34.0219,-85.9878,172.2,AL,GADSDEN,,,,0,,,,,33354,"(915795.828897278, 1266144.3332279585)",7.102398455483775,13.254622410336378,7.797554515977327,0.1559367342392515,34.24016261973713,3.4691834822864824
33355,21.72058823529412,34.14594594594595,177.2,,,,USC00013160,32.8347,-88.1342,38.1,AL,GAINESVILLE,LOCK,HCN,,0,,,,,33355,"(730913.3180743289, 1115546.2762096375)",7.738323308828989,12.25217197594119,0.615479814856068,1.0024504343951883,33.91344620182669,0.022214603888504884
33358,20.980645161290322,33.38548387096775,202.2,,,,USC00013251,31.0383,-85.8708,44.2,AL,GENEVA,#2,,,0,,,,,33358,"(961775.805404151, 936330.8978415374)",7.7582238063414275,0.20049008687903766,7.537288680973243,0.0,34.27709512140789,5.756909406336694
33365,22.35,32.83653846153847,213.6,,,,USC00013511,32.7019,-87.5814,67.4,AL,GREENSBORO,HCN,,,0,,,,,33365,"(783459.6825496565, 1105172.7683082093)",9.758817851043291,0.1559367342392515,3.9016360981163833,0.0,34.938220093562045,3.111573524636168
33366,20.88225806451613,33.4258064516129,312.9,,,,USC00013519,31.79,-86.6086,104.2,AL,GREENVILLE,,,,0,,,,,33366,"(883720.2673694834, 1012442.8274384253)",11.643177149080469,0.28959679215860995,0.2361575208534442,0.044553352639786145,32.20297170862108,0.08115290684002596
33369,22.664516129032258,32.980645161290326,188.1,,,,USC00013573,34.3344,-86.3297,176.2,AL,GUNTERSVILLE,,,,0,,,,,33369,"(881091.541674665, 1297678.0011180323)",6.359471300215342,53.241256404544444,2.092745229078488,0.0,32.2152016039207,0.9025653697698544
33370,22.408333333333335,32.43666666666667,166.3,,,,USC00013575,34.3347,-86.3294,181.4,AL,GUNTERSVILLE,NO.2,,,0,,,,,33370,"(881115.3818192934, 1297714.1553922947)",6.406945372639291,52.461572733348184,2.124031583376649,0.0,32.233294720427715,0.9192074510798233
33374,21.669354838709676,32.14193548387097,320.0,,,,USC00013620,34.2314,-87.6353,280.4,AL,HALEYVILLE,,,,0,,,,,33374,"(763474.0177090915, 1274941.75736312)",8.38296081780154,0.0,4.6695131308630975,0.0,22.65551793272444,3.5819239061121744
33376,20.24838709677419,34.34032258064516,251.4,,,,USC00013645,34.0967,-87.9914,132.6,AL,HAMILTON,3,S,,0,,,,,33376,"(732314.4976859016, 1257139.8749469053)",7.1190812108611174,0.8242370238360437,1.1423974654092721,0.06683002895967921,35.374103363778126,0.4537305177582515
33377,20.103571428571428,32.05,181.2,,,,USC00013655,34.0678,-86.7911,179.8,AL,HANCEVILLE,,,,0,,,,,33377,"(842063.3382720189, 1263839.2727501001)",6.774089750253706,0.6905769659166853,2.446696863939011,0.044553352639786145,35.99033192247717,1.6108101437512197
33381,22.186046511627907,33.67209302325581,203.3,,,80.97674418604652,USC00013761,31.3625,-85.3397,112.8,AL,HEADLAND,,,,0,,,,,33381,"(1007969.9097449838, 977689.20416479)",2.940768792851662,0.6460236132768991,3.256008514640727,0.022276676319893073,34.70939852973936,2.39915308430105
33382,19.333870967741937,32.351612903225806,172.6,,,,USC00013775,33.6483,-85.6006,259.1,AL,HEFLIN,,,,0,,,,,33382,"(955623.1361469284, 1228427.9688437805)",10.00106433009084,8.643350412118512,1.1109873517982227,0.33415014479839605,31.234811762085098,1.116456736601035
33383,22.30483870967742,34.3758064516129,166.1,,,,USC00013781,33.2725,-86.8336,146.3,AL,HELENA,,,,0,,,,,33383,"(846726.6469385246, 1175001.9909488913)",10.39711888319596,0.022276676319893073,11.727729511645752,0.0,35.871557139674756,8.035805855457099
33386,21.133333333333333,32.96862745098039,271.2,,,,USC00013818,31.9478,-86.3131,169.2,AL,HIGHLAND,HOME,#2,,0,,,,,33386,"(909647.24100026, 1032720.5168667603)",10.744956807999802,0.33415014479839605,0.9120813841241553,0.0,33.75453107596346,0.8868529937586987
33398,21.94833333333333,32.83333333333333,379.0,,,,USC00014193,31.5253,-87.9278,67.1,AL,JACKSON,,,,0,,,,,33398,"(762401.8307774538, 971683.3883478846)",9.783445954308062,5.457785698373803,1.0409890844286032,3.386054800623747,32.22655825350858,0.19390535850542204
33402,21.03488372093023,32.95348837209302,166.2,,,,USC00014226,33.9047,-87.3153,148.1,AL,JASPER,,,,0,,,,,33402,"(795927.0746050049, 1241179.6338602137)",7.108487413677879,0.46781020271775453,1.8343357837677285,0.022276676319893073,35.68431944753842,1.2146308045727896
33406,20.608064516129033,33.483870967741936,178.0,,,,USC00014502,32.9069,-85.4336,225.6,AL,LAFAYETTE,2W,,,0,,,,,33406,"(980071.4818067728, 1147819.734476637)",6.712383356847603,0.0,0.28108215143189524,0.0,32.9222076186233,0.13909086790649977
33427,21.990322580645163,35.196774193548386,186.8,,,,USC00015121,32.4714,-87.2314,61.0,AL,MARION,JUNCTION,2,NE,0,,,,,33427,"(818305.1113609184, 1082502.235506339)",2.5946387465656793,0.4009801737580753,0.8389891339323284,0.0,35.83415237246603,0.17104006546319278
33435,20.246153846153845,34.49230769230769,0.0,,,,USC00015420,32.1003,-87.3983,35.1,AL,MILLERS,FERRY,L&D,,0,,,,,33435,"(806503.6198667084, 1039867.2401482947)",3.76951065567684,63.48852751169525,0.22303903368728498,3.2746714190242816,32.95418133214525,0.08877006916993208
33446,22.574193548387097,35.380645161290325,176.8,,,,USC00015553,32.26,-86.2181,68.6,AL,MONTGOMERY,6SW,,,0,,,,,33446,"(914969.8061706324, 1068253.276175145)",4.108957699066854,2.7177545110269548,0.6062226182520235,0.0,34.93996658498552,0.8012908764171719
33449,20.913114754098363,32.41803278688525,232.4,,,,USC00015635,34.4883,-87.2989,189.6,AL,MOULTON,2,,,0,,,,,33449,"(791474.1363023241, 1306304.7792551648)",5.406178064899383,0.044553352639786145,4.150639835647633,0.0,33.79315214969926,3.0080565028253297
33451,21.83833333333333,33.62166666666666,215.1,,,,USC00015751,34.7586,-87.6411,164.6,AL,MUSCLE,SHOALS,WTP,,0,,,,,33451,"(757778.5200329003, 1333641.9982420187)",5.032746714190242,0.0,7.0128709685403825,0.11138338159946536,38.023824905324126,4.929626894316887
33462,22.032258064516128,32.94032258064516,170.0,,,,USC00016121,33.9264,-86.4211,335.3,AL,ONEONTA,,,,0,,,,,33462,"(877371.0163448896, 1251446.8005581722)",10.60540580678696,1.6039206950323013,0.6724338506472612,0.022276676319893073,31.377244375139224,0.4355124614378364
33463,20.510169491525424,32.97049180327869,254.0,,,,USC00016129,32.6592,-85.4492,195.1,AL,OPELIKA,,,,0,,,,,33463,"(981685.6526983492, 1120183.9153098762)",11.104527115665453,0.9133437291156159,1.2331625454815476,0.20049008687903766,32.22755847627534,0.32796140531821316
33465,20.446774193548386,32.61451612903225,182.4,,,,USC00016196,34.5528,-86.445,179.8,AL,OWENS,CROSS,ROADS,3S,0,,,,,33465,"(868175.735329517, 1320924.5483345836)",6.471844756317913,0.17821341055914458,2.1750946758743597,0.0,36.22159278235687,1.3611570898876515
33498,22.679032258064517,32.33870967741935,425.5,,,,USC00016988,30.5653,-87.7017,49.1,AL,ROBERTSDALE,,,,0,,,,,33498,"(792994.7594967551, 867110.9481103718)",7.1583376649092845,0.0,3.1438825771639314,0.2227667631989307,34.27368678993095,2.638871889941264
33499,26.017741935483873,35.880645161290325,285.7,,,,USC00017020,32.8711,-86.1758,182.9,AL,ROCKFORD,3,ESE,,0,,,,,33499,"(911894.550329432, 1136476.9535480961)",10.904136036236727,0.7128536422365783,0.1315561496002574,0.35642682111828916,32.781909111160616,0.08095338818979796
33500,20.324590163934424,33.281967213114754,185.9,,,,USC00017025,33.1581,-85.2911,228.6,AL,ROCK,MILLS,,,0,,,,,33500,"(990087.7269237522, 1177164.5796124823)",8.941783619217347,0.17821341055914458,1.9294076879285167,0.0,32.85151481398975,1.1770893044241566
33502,21.29032258064516,33.14677419354838,166.2,,,,USC00017131,34.51,-87.7319,253.0,AL,RUSSELLVILLE,NO,2,,0,,,,,33502,"(751978.4905025756, 1305215.219512036)",8.15373381846984,0.0,11.840424741961833,0.0,38.114067721096006,8.118081371185388
33503,21.106451612903225,31.938709677419354,228.7,,,,USC00017157,34.1736,-86.8133,243.8,AL,SAINT,BERNARD,HCN,,0,,,,,33503,"(838900.7457192537, 1275418.191997243)",8.69221058884681,0.1559367342392515,2.6621865795401103,0.13366005791935842,34.04283136556026,1.6230515378471786
33504,20.740322580645163,32.27096774193548,163.7,,,,USC00017207,34.2878,-85.9681,362.7,AL,SAND,MT,SUBSTN,,0,,,,,33504,"(914466.1694438758, 1295901.5788898394)",5.257295611494765,1.1583871686344398,1.5144674636766418,0.0,32.91754733793718,0.9346297916999284
33506,20.851612903225806,33.80967741935484,148.5,,,,USC00017304,34.6736,-86.0536,187.5,AL,SCOTTSBORO,HCN,,,0,,,,,33506,"(902203.5904198417, 1338005.0884943437)",7.518229746788446,0.11138338159946536,3.827900299497537,0.022276676319893073,35.208093116507015,2.582063996525587
33511,21.888524590163932,33.48688524590164,256.4,,,,USC00017366,32.4111,-87.0144,44.8,AL,SELMA,HCN,,,0,,,,,33511,"(839130.1101953349, 1077692.7767019402)",4.703027152793248,6.950323011806638,10.897156010989827,0.17821341055914458,36.560503452884824,13.361411216281505
33517,20.851612903225806,33.065625,118.9,,,,USC00017674,34.6375,-86.7269,178.3,AL,SW,HUNTSVILLE,,,0,,,,,33517,"(841723.3860432943, 1327824.4292183202)",3.741021261849954,2.2276676319893074,6.161085121655405,0.0,38.064776119402985,9.200239815413521
33524,20.925806451612903,33.32741935483871,307.8,,,,USC00017999,33.2053,-86.2114,149.4,AL,SYLACAUGA,4,NE,,0,,,,,33524,"(904774.8620790212, 1173253.277445618)",9.924061285611742,0.1559367342392515,1.0932402663300413,0.11138338159946536,33.36700824237024,0.7824491160127849
33526,20.874193548387098,33.748387096774195,317.8,,,,USC00018024,33.4164,-86.135,136.6,AL,TALLADEGA,HCN,,,0,,,,,33526,"(909374.4043237376, 1197433.924617881)",8.25301353926883,0.0,3.1407885943417244,0.06683002895967921,34.02085096903542,1.9160901684451612
33531,20.258333333333333,32.714893617021275,195.5,,,578.7777777777778,USC00018209,32.9206,-86.6708,207.3,AL,THORSBY,EXP,STN,,0,,,,,33531,"(865558.7009501004, 1137357.0785260405)",5.719610900720279,0.8465137001559367,1.1034627855746144,0.20049008687903766,32.4871864557808,0.6965781139294098
33536,21.94915254237288,32.80508474576271,266.7,,,,USC00018323,31.8075,-85.9722,165.2,AL,TROY,HCN,,,0,,,,,33536,"(943185.7003153239, 1020484.2513293047)",8.175564961263335,0.0,8.811737333234326,0.08910670527957229,35.37549120071286,9.345318771586301
33537,23.47258064516129,34.8758064516129,285.1,,,,USC00018380,33.2119,-87.6161,51.5,AL,TUSCALOOSA,ACFD,,,0,,,,,33537,"(775235.1019021573, 1161601.8355429508)",3.7970347268631963,2.985074626865672,4.451449221553922,0.022276676319893073,36.81688126531521,2.6697144997434683
33543,21.320967741935483,33.37096774193548,199.1,,,,USC00018438,32.0142,-85.7464,134.1,AL,UNION,SPRINGS,9,S,0,,,,,33543,"(961868.269377213, 1045646.9184395373)",11.244919680205935,0.2450434395188238,0.3496448107720106,0.0,32.28570060147025,0.21909180015246893
33546,19.866129032258065,32.251612903225805,217.5,,,,USC00018469,34.5686,-85.6064,341.7,AL,VALLEY,HEAD,HCN,,0,,,,,33546,"(943888.9797265648, 1330657.4347433336)",10.93128882948442,0.0,2.224623152892255,0.0,31.09504789485409,1.2699792242980819
33548,22.351612903225806,34.214516129032255,53.0,,,,USC00018517,33.7392,-88.1275,90.8,AL,VERNON,,,,0,,,,,33548,"(723196.3884056429, 1216275.817649709)",8.513898170837356,0.06683002895967921,1.866612212568996,0.20049008687903766,35.09374693695701,1.7281131887756023
33562,21.398387096774194,32.47741935483871,214.7,,,,USC00018812,34.2833,-86.9142,283.5,AL,W,PT,,,0,,,,,33562,"(828546.8506663037, 1286746.3763539698)",8.399816836216925,0.311873468478503,0.7219128239400014,0.0,34.66651370015593,0.5399287833133857
33563,22.903225806451612,33.938709677419354,138.0,,,,USC00018859,32.5936,-86.1664,97.2,AL,WETUMPKA,,,,0,,,,,33563,"(915954.6734893424, 1105763.5735215321)",9.990767555258532,0.8019603475161506,0.7078537659958912,0.1559367342392515,33.524539986634,0.9048937435812754
33570,21.25,32.978846153846156,236.1,,,,USC00018998,33.9108,-87.8469,158.5,AL,WINFIELD,2,SW,,0,,,,,33570,"(747272.1049585583, 1237553.5190722514)",6.097794609044331,1.202940521274226,0.9790599242593006,0.311873468478503,35.57101581644019,0.309775476684246
33574,27.161290322580648,40.68709677419355,17.8,,,,USC00020080,32.3697,-112.86,533.7,AZ,AJO,HCN,,,0,,,,,33574,"(-1569421.88076857, 1172704.671557175)",0.0,4.188015148139898,6.4019454963986036,30.38538650033415,53.8717197594119,3.9282974012977543
33580,24.481355932203392,43.56271186440678,43.2,,,,USC00020100,34.2281,-113.5778,393.2,AZ,ALAMO,DAM,,,0,,,,,33580,"(-1597416.6994017307, 1388816.0380827803)",0.0,0.0,0.6378554986262717,0.0,56.11269993316997,0.05856081729997358
33582,7.187931034482759,26.615517241379308,145.4,,,,USC00020159,33.8492,-109.1469,2453.6,AZ,ALPINE,,,,0,,,,,33582,"(-1203572.644244269, 1281847.5342522375)",7.629959654463998,0.6460236132768991,1.7937427291403678,0.0,47.81934952105146,1.048845733013867
33586,21.93035714285714,37.683928571428574,98.1,,,,USC00020287,31.9792,-111.3836,840.9,AZ,ANVIL,RCH,,,0,,,,,33586,"(-1440244.6826896933, 1106466.321744917)",0.2510581421251949,0.0,0.1825944902353902,0.35642682111828916,56.19424370683895,0.04499103624435177
33587,25.004838709677422,40.998387096774195,57.0,,,,USC00020288,33.4625,-111.4814,630.9,AZ,APACHE,JUNCTION,5,NE,0,,,,,33587,"(-1422541.646068386, 1271294.3368585892)",0.0008910670527957229,0.0,1.3219969802727656,0.0,55.448229004232566,0.22829446057040104
33595,25.23709677419355,40.30483870967742,79.2,,,,USC00020404,32.7306,-111.6917,464.8,AZ,ARIZONA,CITY,,,0,,,,,33595,"(-1455090.8113825363, 1193838.550966218)",0.0369792826910225,0.4009801737580753,1.4022177668869582,1.4257072844731566,55.73816217420361,1.3555688588584913
33607,19.188709677419354,35.174193548387095,74.0,,,,USC00020586,34.5975,-113.1744,1199.4,AZ,BAGDAD,,,,0,,,,,33607,"(-1553751.740554207, 1422777.5788072273)",0.001559367342392515,0.4455335263978614,0.4728348308210193,0.13366005791935842,52.16892626420138,0.11976555025148815
33610,24.40714285714286,42.481818181818184,23.6,,,,USC00020632,33.8097,-111.6497,502.9,AZ,BARTLETT,DAM,,,0,,,,,33610,"(-1431523.36592816, 1312096.059704017)",0.29249276008019603,1.7598574292715528,0.6316427811192792,0.0,53.79503675651593,0.001805164038505015
33616,22.82258064516129,43.62903225806452,27.0,,,,USC00020672,36.9139,-113.9422,588.6,AZ,BEAVER,DAM,,,0,,,,,33616,"(-1573843.7097266326, 1690400.202312922)",0.05635999108932947,0.0,3.7018638152520977,1.0024504343951883,56.19324571173981,3.288915042490299
33618,7.3677419354838705,27.833870967741934,125.3,,,,USC00020678,35.2303,-111.8222,2179.9,AZ,BELLEMONT,WFO,,,0,,,,,33618,"(-1420888.207037304, 1471427.9874581248)",0.8301527189921042,0.0,3.371451201702928,0.022276676319893073,49.8550412118512,1.394938195455047
33620,19.39516129032258,36.06774193548387,118.7,,,,USC00020683,31.8806,-110.2403,1124.7,AZ,BENSON,6,SE,,0,,,,,33620,"(-1335673.6143664795, 1078953.8761977833)",0.17888171084874135,0.0,0.24214747159723768,0.0,55.42630875473379,0.5769533364054856
33622,15.01290322580645,29.961290322580645,110.5,,,,USC00020750,36.6778,-110.5411,2220.8,AZ,BETATAKIN,,,,0,,,,,33622,"(-1282125.82856148, 1613337.972746713)",11.860770773000668,0.0,0.34697160961362344,0.311873468478503,44.028257963911784,0.07798696519488264
33626,17.368333333333332,30.821666666666665,195.6,,,,USC00020775,31.4475,-109.9289,1694.7,AZ,BISBEE,1WNW,,,0,,,,,33626,"(-1313704.7842746924, 1026905.3744495269)",5.515160515828816,0.0,1.941511348728992,0.0,49.84404767208732,2.2615765566396075
33629,12.824193548387097,30.68064516129032,191.0,,,,USC00020808,33.4783,-109.7517,1848.6,AZ,BLACK,RVR,PUMPS,,0,,,,,33629,"(-1264526.1286791381, 1248646.1008219868)",5.435484270191332,0.0,0.25962228657706493,0.0,53.01245266206283,0.034402371597733815
33632,12.401612903225807,28.803225806451614,96.1,,,,USC00020871,34.6108,-111.1922,2097.0,AZ,BLUE,RIDGE,RS,,0,,,,,33632,"(-1375810.9044092747, 1393767.6903032474)",10.088438404989976,0.0,0.3821440063364768,0.0,45.853466250835375,0.09771604540230337
33636,26.61774193548387,43.616129032258065,12.5,,,,USC00020949,33.9431,-114.0242,281.9,AZ,BOUSE,,,,0,,,,,33636,"(-1643497.6729562343, 1365097.7563531958)",0.0,0.0,0.6658746070641816,23.301403430608154,57.94457117398084,0.2222422561945995
33639,9.710909090909091,26.54909090909091,90.6,,,,USC00021001,36.2147,-112.062,2438.4,AZ,BRIGHT,ANGEL,RS,,0,,,,,33639,"(-1423722.1347536508, 1583712.7041042112)",9.187916140689588,0.0,0.6765426598351526,0.5123635553575406,37.103167743372694,0.3033583444207523
33642,27.706451612903226,43.906451612903226,18.3,,,,USC00021050,35.1411,-114.5686,161.8,AZ,BULLHEAD,CITY,,,0,,,,,33642,"(-1666562.4711608612, 1506107.3810120597)",0.01202940521274226,9.846290933392737,4.695923368233459,2.1385609267097347,52.96726219648028,3.431954621672717
33650,15.403225806451612,33.91290322580645,85.3,,,,USC00021248,36.1533,-109.5394,1709.9,AZ,CANYON,DE,CHELLY,HCN,0,,,,,33650,"(-1202744.5294846168, 1542143.0899297595)",0.5614217469864607,0.5791935843172199,1.843592980371773,3.4974381822232123,52.5922143016262,0.4888909950149586
33651,25.166101694915255,40.55833333333333,34.2,,,,USC00021282,33.8161,-111.9019,771.1,AZ,CAREFREE,,,,0,,,,,33651,"(-1454261.0879068442, 1316621.1214035358)",0.03608821563822678,0.0,7.104923145466697,0.0,53.31283582089552,4.053637846071597
33654,25.49838709677419,41.00645161290323,35.4,,,,USC00021314,32.9947,-111.5367,432.5,AZ,CASA,GRANDE,NM,,0,,,,,33654,"(-1436059.9711227792, 1220570.5153689384)",0.006905769659166852,0.0,2.3476399099032204,0.2450434395188238,57.40498329249276,2.0701721192331624
33655,18.656451612903226,37.438709677419354,112.8,,,,USC00021330,32.3222,-110.4147,973.5,AZ,CASCABEL,,,,0,,,,,33655,"(-1344487.226584346, 1130081.3652300052)",0.6422613301650949,0.0,0.013366005791935844,0.0,53.71627979505458,0.019806624737232263
33656,25.453225806451613,41.04193548387097,101.8,,,,USC00021353,33.9825,-112.3628,606.6,AZ,CASTLE,HOT,SPRINGS,,0,,,,,33656,"(-1492823.1088783464, 1342084.283546066)",0.014034306081532635,0.0,0.1952179401499963,0.0,52.607017153040765,0.023614344869857112
